review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play,fantastic product keep good work,positive,positive,POSITIVE,0.9998798370361328
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play,impressed dashen super app operates efficiently budget chatbot feature impressive item purchased three click,positive,positive,POSITIVE,0.9994403719902039
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play,dashen super app offer quick experience bringing together variety service like budgeting payment airtime recharges one convenient platform sleek design intuitive navigation ensure effortless transaction evident dashen bank carefully crafted app make everyday financial activity easier great choice anyone aiming streamline digital routine,positive,positive,POSITIVE,0.9983578324317932
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play,dashen supper app useful app customer,positive,positive,POSITIVE,0.8582966923713684
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play,amazing mobile app,positive,positive,POSITIVE,0.9998674392700195
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play,good fast supper app thanks dashen bank,positive,positive,POSITIVE,0.9997907280921936
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play,dear user dashen bank super app using dashen bank super app must truly app incredibly fast reliable never encountered delay transaction one feature absolutely love chat banking make everyday task like checking balance transferring money simple sending quick message also budgeting tool huge help tracking spending giving clearer,positive,positive,POSITIVE,0.9959677457809448
Too best,1,2025-04-21,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play,dashen bank super use app make easy fast convinent,positive,positive,NEGATIVE,0.8683890700340271
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play,join digital world use supper app make life easy,positive,positive,POSITIVE,0.9455345869064331
best mobile banking application,5,2025-04-21,Dashen,Google Play,best mobile banking application,positive,positive,POSITIVE,0.9996380805969238
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play,banking superapp incredibly well designed design appearance app overall experience using app fantastic app packed feature banking one even budget setting option super useful managing money everything run smoothly love convenient made daily life huge kudos dashen bank truly living motto always one step ahead keep,positive,positive,POSITIVE,0.9993054866790771
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play,really amazed idea service banking app mean one step ahead please include kind product soon possible,positive,positive,POSITIVE,0.9976446032524109
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play,expect get service dashen bank always like slogan,neutral,positive,NEGATIVE,0.9917210340499878
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play,dashen supapp contemporary application offering great experience enabling user perform multiple task single chatting friend transferring money paying bill first app kind ethiopian banking industry making remarkable opportunity entrepreneur working sale software marketing good job dashen bank,positive,positive,POSITIVE,0.9994331002235413
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play,dashen super app give amazing convenience make life easy,positive,positive,POSITIVE,0.9996932744979858
excellent mobile banking app,5,2025-04-21,Dashen,Google Play,excellent mobile banking app,positive,positive,POSITIVE,0.9998179078102112
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play,wow like name super app,positive,positive,POSITIVE,0.9992703795433044
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play,dashen supper app special ይምቾቱ ይለያያል,positive,positive,NEGATIVE,0.5906429886817932
convenient and fast,5,2025-04-21,Dashen,Google Play,convenient fast,positive,neutral,POSITIVE,0.9980040192604065
Best- in-class app.,5,2025-04-21,Dashen,Google Play,app,neutral,neutral,POSITIVE,0.9684573411941528
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play,really like amazing application dashen supper app made life easier,positive,positive,POSITIVE,0.9980965256690979
Superb,5,2025-04-21,Dashen,Google Play,superb,positive,positive,POSITIVE,0.9998656511306763
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play,amazing feature faster easy use,positive,positive,POSITIVE,0.9997696280479431
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play,dashen super app offer modern experience leverage latest technological advancement deliver seamless platform,positive,positive,POSITIVE,0.9984425902366638
Best App!,5,2025-04-21,Dashen,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play,love one best mobile banking app banking industry,positive,positive,POSITIVE,0.9997628331184387
I love this app,5,2025-04-21,Dashen,Google Play,love app,positive,positive,POSITIVE,0.9997610449790955
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung a51,neutral,positive,NEGATIVE,0.9929032921791077
good,5,2025-04-20,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
waw no idea the best app.,5,2025-04-19,Dashen,Google Play,waw idea best app,positive,positive,POSITIVE,0.9926988482475281
fast best app,5,2025-04-19,Dashen,Google Play,fast best app,positive,positive,POSITIVE,0.999737560749054
Nice App,5,2025-04-18,Dashen,Google Play,nice app,positive,positive,POSITIVE,0.9998061060905457
nice app ever,5,2025-04-17,Dashen,Google Play,nice app ever,positive,positive,POSITIVE,0.9998384714126587
good,5,2025-04-17,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen,Google Play,disappointing app close frequently unstable function,negative,negative,NEGATIVE,0.9997453093528748
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play,absolutely speed painfully slow seriously communicating server mar something,negative,negative,NEGATIVE,0.9990994930267334
nic app,5,2025-04-16,Dashen,Google Play,nic app,neutral,neutral,POSITIVE,0.9797857403755188
Nice,5,2025-04-16,Dashen,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play,dashen super app delivers remarkably fast highly secure exceptionally experience establishing leading application stay ahead dashen bank,positive,positive,POSITIVE,0.9997753500938416
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play,far good person customer service amazing,positive,positive,POSITIVE,0.9998664855957031
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play,app backward always work work three hour 24 hour great,positive,positive,POSITIVE,0.9724905490875244
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play,ምርጫዬ ነው,neutral,neutral,NEGATIVE,0.7850592732429504
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play,bad connection many day working,negative,negative,NEGATIVE,0.9995260238647461
it's samart,5,2025-04-10,Dashen,Google Play,samart,neutral,neutral,POSITIVE,0.998528003692627
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play,app working properly using,neutral,neutral,POSITIVE,0.9957824945449829
it is very good app,5,2025-04-10,Dashen,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play,disappointing experience dashen bank super service app slow take forever load transaction incredibly frustrating additionally generate receipt transaction making difficult keep track expense also reached customer support response time longer expected overall hoping better experience find service lacking need improvement,negative,positive,NEGATIVE,0.9979751706123352
slow cumbersome,3,2025-04-08,Dashen,Google Play,slow cumbersome,negative,neutral,NEGATIVE,0.9997989535331726
Is really 💀,2,2025-04-08,Dashen,Google Play,really,positive,neutral,POSITIVE,0.9980352520942688
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play,slow send otp reliable crushed many time need improvement many way,positive,positive,NEGATIVE,0.9907700419425964
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play,worst mobile banking experience ever work need randomly update without warning make transaction whenever want nightmare anyone relies main banking option especially lot money account lucky one still infuriating able access money need l,negative,negative,NEGATIVE,0.9995498061180115
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play,experienced using app bank ethiopia dashen sup like old version application using gave 3 star low speed login processing,positive,positive,NEGATIVE,0.9972701668739319
proud by dashen bank,5,2025-04-06,Dashen,Google Play,proud dashen bank,positive,positive,POSITIVE,0.9998334646224976
best,5,2025-04-06,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
best of best,5,2025-04-05,Dashen,Google Play,best best,positive,positive,POSITIVE,0.9998223185539246
nice,5,2025-04-04,Dashen,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play,app working unless turn developer mode phone take right use,positive,neutral,NEGATIVE,0.989779531955719
real super up,5,2025-04-04,Dashen,Google Play,real super,positive,positive,POSITIVE,0.9997572302818298
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play,disappointing fix soon possible expected dashin bank fix,negative,negative,NEGATIVE,0.9967191815376282
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play,dashen bank worker hidden atm card big problem,negative,negative,NEGATIVE,0.9964361190795898
good,5,2025-04-04,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
tanku,5,2025-04-04,Dashen,Google Play,tanku,neutral,neutral,NEGATIVE,0.9159650802612305
very nice,5,2025-04-04,Dashen,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
perfect,5,2025-04-03,Dashen,Google Play,perfect,positive,positive,POSITIVE,0.9998517036437988
goood,5,2025-04-02,Dashen,Google Play,goood,neutral,neutral,NEGATIVE,0.9943867921829224
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play,ask pin opt even opt touch let alone,neutral,negative,NEGATIVE,0.988889217376709
it is best app easy to use,5,2025-04-01,Dashen,Google Play,best app easy use,positive,positive,POSITIVE,0.9982343912124634
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play,easy use powerful application,positive,positive,POSITIVE,0.9988314509391785
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen,Google Play,apps good feature feature like developer mode turn irritate user,positive,positive,NEGATIVE,0.8714448809623718
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play,mobile banking app beyond access account easily able get many information easily exchage rate able chat others able budget able transfer bank within dashen able access many account single app able pay bill qr scan able make payment order delivery item single app always one step ahead,positive,positive,POSITIVE,0.9633976817131042
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play,wallahi fantastic bank,positive,positive,POSITIVE,0.9991859793663025
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play,waw amazing app thank dashen bank,positive,positive,POSITIVE,0.9998283386230469
ok,5,2025-03-30,Dashen,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
nice app,5,2025-03-29,Dashen,Google Play,nice app,positive,positive,POSITIVE,0.9998061060905457
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play,using dashen bank super app app super fast never issue transaction delayed one favorite feature chat banking make easy thing like check balance transfer money typing quick message budgeting tool also really useful help keep track spending give clear picture,positive,positive,POSITIVE,0.9200984835624695
good,5,2025-03-28,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
nice application,4,2025-03-27,Dashen,Google Play,nice application,positive,positive,POSITIVE,0.9998229146003723
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play,good app like fast easy use,positive,positive,POSITIVE,0.9989935755729675
best experiences,5,2025-03-26,Dashen,Google Play,best experience,positive,positive,POSITIVE,0.9996858835220337
too slow to use.,1,2025-03-26,Dashen,Google Play,slow use,negative,neutral,NEGATIVE,0.9994843006134033
ጥሩ ነው,5,2025-03-25,Dashen,Google Play,ጥሩ ነው,neutral,neutral,NEGATIVE,0.7850592732429504
the worst app in the market only good ui,1,2025-03-22,Dashen,Google Play,worst app market good ui,negative,negative,NEGATIVE,0.9995575547218323
nic,5,2025-03-22,Dashen,Google Play,nic,neutral,neutral,POSITIVE,0.9977141618728638
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen,Google Play,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,neutral,neutral,NEGATIVE,0.9200407862663269
thanks for all digital transaction,5,2025-03-21,Dashen,Google Play,thanks digital transaction,positive,positive,POSITIVE,0.9997575879096985
Good,4,2025-03-21,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Best,5,2025-03-20,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
Good,5,2025-03-20,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen,Google Play,app supporting smart phone old android version none inclusive time amole lite working properly reached maximum otp trail mistake due network error like stack tied make transaction ohh tired,positive,positive,NEGATIVE,0.999537467956543
it's Be Come Busy &not working good,1,2025-03-20,Dashen,Google Play,come busy working good,positive,positive,POSITIVE,0.9964912533760071
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen,Google Play,wanted share concern supper app appears experiencing reliability issue performing expected hope addressed soon improve user experience one star,negative,positive,NEGATIVE,0.9968649744987488
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen,Google Play,best ever digital banking sector essay understanding smart convince using,positive,positive,POSITIVE,0.9995757937431335
good and latest,5,2025-03-18,Dashen,Google Play,good latest,positive,positive,POSITIVE,0.9998459815979004
The best App of all,5,2025-03-17,Dashen,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
Worst app ever,1,2025-03-15,Dashen,Google Play,worst app ever,negative,negative,NEGATIVE,0.9997803568840027
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen,Google Play,app unreliable mobile banking application ever used transaction late full bug disappointing inconvinient user friendly compatabke,negative,neutral,NEGATIVE,0.9992965459823608
Naiycapp,5,2025-03-14,Dashen,Google Play,naiycapp,neutral,neutral,POSITIVE,0.807517409324646
Good,5,2025-03-13,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
The app is good but it has no USSD option,4,2025-03-13,Dashen,Google Play,app good ussd option,positive,positive,POSITIVE,0.9961440563201904
Hey great,5,2025-03-12,Dashen,Google Play,hey great,positive,positive,POSITIVE,0.999745786190033
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen,Google Play,used many mobile banking also tellebir mpesa nothing come close app well done dashen indeed one step head lot cool feature amole receipt account statement superb hope add integrated small apps,positive,positive,POSITIVE,0.9970499277114868
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen,Google Play,app good ask update every week tiring,positive,positive,NEGATIVE,0.981667160987854
It good and easy to use,5,2025-03-11,Dashen,Google Play,good easy use,positive,positive,POSITIVE,0.9997110962867737
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen,Google Play,በጣም አሪፍ መተግበሪያ ነው አመሠግናለሁ,neutral,neutral,NEGATIVE,0.8832130432128906
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen,Google Play,greately improved since released really like budget expense tegistration feature atm po withdrawal possible account expense even visible transaction window worked improve much,positive,positive,POSITIVE,0.9969755411148071
Excellent,5,2025-03-10,Dashen,Google Play,excellent,positive,positive,POSITIVE,0.9998434782028198
Good,5,2025-03-08,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Wow Excellent app,5,2025-03-08,Dashen,Google Play,wow excellent app,positive,positive,POSITIVE,0.9998443126678467
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen,Google Play,nice app experience issue others bank transfer keep saying account exist time,positive,positive,POSITIVE,0.9516574144363403
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen,Google Play,add option send money telebirr account like amole,neutral,positive,NEGATIVE,0.9891737699508667
It's best,5,2025-03-08,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
no one dashen yichlal,5,2025-03-07,Dashen,Google Play,one dashen yichlal,neutral,neutral,POSITIVE,0.9270411133766174
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen,Google Play,short proud app developer highest professional developing thanks,positive,positive,POSITIVE,0.9995074272155762
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen,Google Play,speed slow need improvement,negative,positive,NEGATIVE,0.9966747760772705
good app,5,2025-03-04,Dashen,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
Fantastic app,5,2025-03-01,Dashen,Google Play,fantastic app,positive,positive,POSITIVE,0.9998588562011719
Good,5,2025-02-28,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen,Google Play,wish dark mode feature add option good app,positive,positive,POSITIVE,0.9980168342590332
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen,Google Play,super ultimate digital banking app living name speed efficiency innovation designed seamless experience offer transaction security effortless financial management super banking never smooth smart super,positive,positive,NEGATIVE,0.9771803617477417
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen,Google Play,dashen super app digital banking offering seamless convenient experience interface fast transaction wide range financial service simplifies banking customer feature like bill payment fund transfer mobile loan application make solution plus security measure ensure safe reliable experiance effortless banking,positive,positive,POSITIVE,0.965223491191864
ከጰነጨየጠ,2,2025-02-26,Dashen,Google Play,ከጰነጨየጠ,neutral,neutral,NEGATIVE,0.6970565915107727
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen,Google Play,good feature slow difficult pay receive speed improved else recommend,negative,positive,POSITIVE,0.9758307337760925
Excellent app,5,2025-02-24,Dashen,Google Play,excellent app,positive,positive,POSITIVE,0.9998356103897095
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen,Google Play,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,neutral,neutral,NEGATIVE,0.9528433680534363
No good,1,2025-02-22,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Wow amazing app,5,2025-02-21,Dashen,Google Play,wow amazing app,positive,positive,POSITIVE,0.9998513460159302
best platform... Please avoid otp,5,2025-02-21,Dashen,Google Play,best platform please avoid otp,positive,positive,NEGATIVE,0.7131863832473755
Super smart app.,5,2025-02-18,Dashen,Google Play,super smart app,positive,positive,POSITIVE,0.9997449517250061
best 👍👍,5,2025-02-16,Dashen,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen,Google Play,know happens application send verification pas code fix,neutral,neutral,NEGATIVE,0.9880629777908325
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen,Google Play,app work phone phone samsung galaxy s7 android version 9 financial apps work like telebirr cbe,neutral,positive,NEGATIVE,0.9857349991798401
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen,Google Play,dashen super app secure easy use service uniquely like budgeting chat ip,positive,positive,POSITIVE,0.8779345154762268
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen,Google Play,amazing user friendly supper app looking forward additional feature,positive,positive,POSITIVE,0.9997376799583435
it's amazing app i have seen ever,5,2025-02-13,Dashen,Google Play,amazing app seen ever,positive,positive,POSITIVE,0.9998200535774231
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen,Google Play,one star deducted able transfer telebirr,positive,neutral,NEGATIVE,0.99744713306427
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen,Google Play,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,neutral,neutral,NEGATIVE,0.9046952128410339
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen,Google Play,ፍጥነቱ በጣም አሪፍ ነው እና ቀለል ያለ ነው ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው,neutral,neutral,NEGATIVE,0.9595013856887817
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen,Google Play,keep good work plea add water electric utility payment,positive,positive,POSITIVE,0.9904090166091919
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen,Google Play,app missed important feature show recent transaction transfer telebirr limited telebirr statement show running balance,positive,negative,NEGATIVE,0.9982157945632935
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,simple fast easy,positive,positive,POSITIVE,0.9992534518241882
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen,Google Play,የሚገርም aplication ነው ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው,neutral,negative,NEGATIVE,0.9482525587081909
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen,Google Play,baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,neutral,neutral,NEGATIVE,0.9961472749710083
Good,5,2025-02-07,Dashen,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
It doesn't work,1,2025-02-07,Dashen,Google Play,work,neutral,neutral,POSITIVE,0.9994449019432068
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,dashen super app super easy use secure fast transaction love,positive,positive,POSITIVE,0.9610275030136108
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play,tried new dash bank super app today amazingly easy recommend download use really like,positive,positive,POSITIVE,0.9978153705596924
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen,Google Play,gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,positive,neutral,NEGATIVE,0.985221803188324
"Good app, bad security",3,2025-02-06,Dashen,Google Play,good app bad security,positive,positive,POSITIVE,0.8909787535667419
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,transaction page show sent transaction try include received transaction,neutral,neutral,NEGATIVE,0.9819211959838867
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,wonderful application,positive,positive,POSITIVE,0.9998810291290283
I loved it,5,2025-02-05,Dashen,Google Play,loved,positive,positive,POSITIVE,0.999881386756897
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen,Google Play,አሁን ገና አንድ እርምጃ ቀደማችው,neutral,neutral,NEGATIVE,0.8832130432128906
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play,thankful best app dashen one step ahead,positive,positive,POSITIVE,0.9991827607154846
Not good this app,1,2025-02-04,Dashen,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
Best app,5,2025-02-04,Dashen,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,excellent app ever need improvement speed transaction list,positive,positive,POSITIVE,0.9960975646972656
Perfect,5,2025-02-02,Dashen,Google Play,perfect,positive,positive,POSITIVE,0.9998517036437988
